link.id,resource,resource.lifestage,consumer,consumer.lifestage,link.evidence,full.source,res.genus,res.subfamily,res.family,res.order,res.class,res.category,con.genus,con.subfamily,con.family,con.order,con.class,con.category
78,Haplodrassus dalmatensis,,Xysticus,,observed ,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",Haplodrassus,NA,Gnaphosidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
79,Drassodes lapidosus,,Xysticus,,observed ,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",Drassodes,NA,Gnaphosidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
80,Enoploghatha quadripuncta,,Xysticus,,observed ,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",Enoploghatha,NA,Theridiidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
81,Enoploghatha gemina,,Xysticus,,observed ,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",Enoploghatha,NA,Theridiidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
82,Theridion melanurum,,Xysticus,,observed ,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",Theridion,NA,Theridiidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
83,Thomisidae,,Xysticus,,observed,"Guseinov, E. 2006. The prey of   Xysticus  Loeffleri a lithophilous crab spider, (Aranear , Thomisidae).  The  Journal  of  Arachnology  34:37-45.",NA,,Thomisidae,Araneae,Arachnida,predator,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
84,Frankliniella occidentalis  ,,Xysticus,,,"Zrubeck, P., Toth, F. and  Nagy, A. 2008  Is Xysticus kochi (Araneae: Thomisidae) an efficient indigenous biocontrol agent of Frankliniella occidentalis (Thysanoptera: Thripidae)? BioControl (2008) 53:615–624, DOI 10.1007/s10526-007-9100-6",Frankliniella ,,Thripidae,Thysanoptera,Insecta,herbivore,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
85,Frankliniella intonsa ,,Xysticus,,,"Zrubeck, P., Toth, F. and  Nagy, A. 2008  Is Xysticus kochi (Araneae: Thomisidae) an efficient indigenous biocontrol agent of Frankliniella occidentalis  (Thysanoptera: Thripidae)? BioControl (2008) 53:615–624, DOI 10.1007/s10526-007-9100-6",Frankliniella ,,Thripidae,Thysanoptera,Insecta,herbivore,Xysticus,NA,Thomisidae,Araneae,Arachnida,predator
86,,,Episinus angulatus,,,,,,,,,,Episinus,NA,Theridiidae,Araneae,Arachnida,predator
87,Rhopalosiphum padi,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",Rhopalosiphum,,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
88,Sitobion avenae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",Sitobion,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
89,Metopolophium  dirhodum ,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",Metopolophium,NA,Aphididae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
90,Coleoptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Coleoptera,Insecta,fungivore/ herbivor/detritivore/ predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
91,Cicadina,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,Cicadinae,Cicadidae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
92,Thysanoptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Thysanoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
93,Diptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Diptera,Insecta,herbivore/ scavenger/ detritivore/  predator/  parasite,NA,NA,Theridiidae,Araneae,Arachnida,predator
94,Chironomidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Chironomidae,Diptera,Insecta,herbivore/ detritivore/predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
95,Cecidomyiidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Cecidomyiidae,Diptera,Insecta,fungivore/parasitoid/predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
96,Sciaridae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Sciaridae,Diptera,Insecta,invertebrate,NA,NA,Theridiidae,Araneae,Arachnida,predator
97,Brachysera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Diptera,Insecta,predator/scavanger,NA,NA,Theridiidae,Araneae,Arachnida,predator
98,Chloropidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Chloropidae,Diptera,Insecta,invertebrate,NA,NA,Theridiidae,Araneae,Arachnida,predator
99,Syrphidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Syrphidae,Diptera,Insecta,nectivore/predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
100,Collembola,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Collembola,,detritivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
101,Thysanoptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Thysanoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
102,Coleoptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Coleoptera,Insecta,fungivore/ herbivor/detritivore/ predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
103,Cicadina,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,Cicadinae,Cicadidae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
104,Heteroptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Heteroptera,Insecta,herbivore/nectivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
105,Hymenoptera,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Hymenoptera,Insecta,"nectivore, predator, herbivore, parasitoid, hyperparasitoid",NA,NA,Theridiidae,Araneae,Arachnida,predator
106,Meligethes,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",Meligethes ,Meligethinae,Nitidulidae,Coleoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
107,Chrysopidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,Chrysopidae,Neuroptera,Insecta,nectivore/ predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
108,Acari,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Acari,Arachnida,omnivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
109,Araneae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Araneae,Arachnida,predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
110,Tipulidae,,Theridiidae,,observed,"Jmhasly, P . Nentwig , W. 1995.  Habitiat management in winter wheat and evaluation of susequent spider predation on insect pests, Acta Oecologica, 16, 3,  389 - 403",NA,NA,NA,Tipulidae,Diptera,detritivore/fungivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
111,Meligethes aeneus,,Theridiidae,,observed-gut/stomach analysis,"Oberg, S., Cassel-Lundhagen, A. and  Ekbom. B. 2011.  Pollen beetles are consumed by ground- and foliage dwelling spiders in winter oilseed rape.  Entomologia Experimentalis et Applicata 138: 256–262, ",Meligethes ,NA,Nitidulidae),Coleoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
112,Plutella xylostella,larvae,Theridiidae,,observed,"Senior, l., Healey, M.,  and Wright, C. 2016. The role of spiders as predators of two lepidopteran Brassica pests.  Austral Entomology , doi: 10.1111/aen.12201.",Plutella,NA,Plutellidae,Lepidoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
113,Crocidolomia pavonana ,larvae,Theridiidae,,observed,"Senior, l., Healey, M.,  and Wright, C. 2016. The role of spiders as predators of two lepidopteran Brassica pests.  Austral Entomology , doi: 10.1111/aen.12201.",Crocidolomia ,Evergestinae,Crambidae,Lepidoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
114,Erigone,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",Erigone,NA,Linyphiidae,Araneae,Arachnida,predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
115,Araneae,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",NA,NA,NA,Araneae,Arachnida,predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
116,Isopoda,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",NA,NA,NA,Isopoda,Malacostraca,detritivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
117,Agonum,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",Agonum,NA,Carabidae,Coleoptera,Insecta,predator,NA,NA,Theridiidae,Araneae,Arachnida,predator
118,Amara,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",Amara,Pterostichinae,Carabidae,Coleoptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
119,Carabidae,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",NA,NA,Carabidae,Coleoptera,Insecta,predator/herbivore/omnivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
120,Acari,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",NA,NA,NA,Acari,Arachnida,omnivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
121,Cicadina,,Theridiidae,,observed,"Nyffler,M. and Benz, G., 1988.  Prey analysis of the spider Achaearanea riparia (Blackw.) (Araneae, Theridiidae), a generalist predator in winter wheatfields, Journal of Applied Entomology 106(1-5), https://doi.org/10.3929/ethz-a-005802288",NA,Cicadinae,Cicadidae,Hemiptera,Insecta,herbivore,NA,NA,Theridiidae,Araneae,Arachnida,predator
122,Aphrodes makarovi,,Enoplognatha ovata,adults/juvenile,observed - gut/stomach analysis,"Virant Doberlet, M. King, A., Polajnar , J. and Symondson, W.  2011. Molecular diagnostics reveal spiders that exploit prey vibrational signals used in sexual communication.Molecular Ecology (2011) 20, 2204–2216",Aphrodes,Aphrodinae,Cicadellidae,Hemiptera,Insecta,herbivore,Enoplognatha ,NA,Theridiidae,Araneae,Arachnida,predator
123,,,Theridion blackwalli,,,,,,,,,,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
124,,,Theridion varians,,,,,,,,,,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
125,Apidae,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",NA,NA,Apidae,Hymenoptera,Insecta,nectivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
126,Bombus,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Bombus,NA,Apidae,Hymenoptera,Insecta,nectivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
127,Formica,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Formica,NA,Formicidae,Hymenoptera,Insecta,scavenger/predator,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
128,Chalcidoidea,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",NA,NA,NA,Hymenoptera,Insecta,parasitoid,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
129,Syrphidae,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",NA,NA,Syrphidae,Diptera,Insecta,nectivore/predator,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
130,Coccinella septempunctata,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Coccinella ,NA,Coccinellidae,Coleoptera,Insecta,predator,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
131,Psylla,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Psylla,Psyllinae,Psyllidae,Hemiptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
132,Chrysoperla carnea,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Chrysoperla,NA,Chrysopidae,Neuroptera,Insecta,predator,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
133,Lygus,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Lygus,Mirinae,Miridae,Hemiptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
134,Orius,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Orius ,NA,Anthocoridae,Hemiptera,Insecta,predator,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
135,Metopolophium dirhodum,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Metopolophium,NA,Aphidae,Hemiptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
136,Brachycaudus helichrysi,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Brachycaudus,NA,Aphidae,Hemiptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
137,Aphis fabae ,,Theridion,,observed,"Pekar, S. 2000. Webs, diet, and fecundity of Theridion impressum (Araneae: Theridiidae). Eur. J. Entomol. 97: 47-50, ",Aphis,NA,Aphidae,Hemiptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
138,Meligethes aeneus,,Theridion,,observed-gut/stomach analysis,"Oberg, S., Cassel-Lundhagen, A. and  Ekbom. B. 2011.  Pollen beetles are consumed by ground- and foliage dwelling spiders in winter oilseed rape.  Entomologia Experimentalis et Applicata 138: 256–262, ",Meligethes ,NA,Nitidulidae),Coleoptera,Insecta,herbivore,Theridion,NA,Gnaphosidae,Araneae,Arachnida,predator
139,Psocoptera,,Theridion,,observed-gut/stomach analysis,"Turner, B. 1984.Predation pressure on the arboreal epiphytic herbivores of larch trees in southern England, Ecological entomology, 9,  91 - 100",NA,NA,NA,Psocoptera,Insecta,fungivore,NA,NA,Gnaphosidae,Araneae,Arachnida,predator
140,,,Gnaphosidae,,,,,,,,,,NA,NA,Gnaphosidae,Araneae,Arachnida,predator
